,School,Professor,Department,Rating,Rating Count
430,Pennsylvania State University,Boisson Fabienne,English,1.8,6
431,Pennsylvania State University,Boittin Jennifer,French,4.1,18
432,Pennsylvania State University,Bojan Mary Joan,Science,2.9,5
433,Pennsylvania State University,Bojan Mary,Chemistry,2.4,250
434,Pennsylvania State University,Bojanala Nagagireesh,Biological Sciences,4.0,1
435,Pennsylvania State University,Bojowald Martin,Physics,3.6,7
436,Pennsylvania State University,Boldt Gail,Education,4.2,9
437,Pennsylvania State University,Bollinger J. Martin,Chemistry,4.0,35
438,Pennsylvania State University,Bollinger Joseph,Chemistry,4.8,5
439,Pennsylvania State University,Bolton Lisa,Marketing,2.7,18
440,Pennsylvania State University,Bonafini Fernanda,Mathematics,3.0,22
441,Pennsylvania State University,Boni Maciej,Biological Sciences,4.7,3
442,Pennsylvania State University,Bonin Ashley,English,5.0,1
443,Pennsylvania State University,Bonner Alison,Mathematics,3.0,1
444,Pennsylvania State University,Booker Squire,Biological Sciences,4.0,29
445,Pennsylvania State University,Booth Joshua,Computer Science,3.4,3
446,Pennsylvania State University,Booth Kayla,Information Sciences  Technology,4.0,2
447,Pennsylvania State University,Boothby Thomas,Engineering,2.7,21
448,Pennsylvania State University,Booz Patrick,History,3.5,13
449,Pennsylvania State University,Bopp Chris,Kinesiology,4.4,10
450,Pennsylvania State University,Bordi Pete,Hospitality,4.8,13
451,Pennsylvania State University,Bores Martinez Monserrat,Spanish,4.0,7
452,Pennsylvania State University,Borge Marcela,Information Science,4.6,4
453,Pennsylvania State University,Borhan Ali,Chemical Engineering,4.0,12
454,Pennsylvania State University,Borisov Alexander,Mathematics,3.3,40
455,Pennsylvania State University,Borkowska Alison,Nutrition,3.5,19
456,Pennsylvania State University,Borlu Yetkin,Sociology,2.7,3
457,Pennsylvania State University,Bortiatynski Jacqueline,Chemistry,2.1,7
458,Pennsylvania State University,Bortree Denise,Communication,3.9,4
459,Pennsylvania State University,Borys Alex,Agriculture,4.8,3
460,Pennsylvania State University,Bose Nirmal,Electrical Engineering,2.8,5
461,Pennsylvania State University,Bose Mallika,Landscape Architecture & Regional Planning,2.3,19
462,Pennsylvania State University,Botero Chris,Spanish,4.6,16
463,Pennsylvania State University,Bott Alicia,Humanities,4.0,2
464,Pennsylvania State University,Boujaoude Rita,French,4.8,6
465,Pennsylvania State University,Bouley Brad,History,4.5,2
466,Pennsylvania State University,Bounatirou Riadh,Comparative Literature,4.2,14
467,Pennsylvania State University,Bourne Claire,Literature,4.3,3
468,Pennsylvania State University,Bousquet Arthur,Mathematics,4.0,3
469,Pennsylvania State University,Boven Larry ,Information Sciences  Technology,4.6,54
470,Pennsylvania State University,Bowen Cathy,Not Specified,3.5,3
471,Pennsylvania State University,Bowers Paul,Engineering,3.8,15
472,Pennsylvania State University,Bowers Stephanie,Spanish,5.0,5
473,Pennsylvania State University,Bowker Adam,Communication Disorders,3.5,3
474,Pennsylvania State University,Bowlby Emily,Communication,4.0,4
475,Pennsylvania State University,Bowley Kevin,Meteorology,4.6,9
476,Pennsylvania State University,Bowman Caitlin,Psychology,2.3,3
477,Pennsylvania State University,Bowman John,Visual Arts,4.3,8
478,Pennsylvania State University,Bowman Brady,Philosophy,4.4,8
479,Pennsylvania State University,Bowns Caru,Architecture,2.2,8
480,Pennsylvania State University,Boyer Philip,Engineering,4.6,13
481,Pennsylvania State University,Boyle Michael,Communication Disorders,4.0,5
482,Pennsylvania State University,Boyle Austin,Economics,2.6,277
483,Pennsylvania State University,Bracken Susan,Education,3.2,5
484,Pennsylvania State University,Braddock Kurt,Communication Arts,4.3,5
485,Pennsylvania State University,Brady Elizabeth,Communication,4.5,19
486,Pennsylvania State University,Bralower Timothy,Earth Science,3.7,29
487,Pennsylvania State University,Bramesfeld Goetz,Aerospace Engineering,4.0,2
488,Pennsylvania State University,Brandsema Matthew,Electrical Engineering,2.0,1
489,Pennsylvania State University,Brandt Robin,Agriculture,4.8,3
490,Pennsylvania State University,Brandt Ursula,German,4.5,2
491,Pennsylvania State University,Brandt Niel,Astronomy,3.8,17
492,Pennsylvania State University,Brannick James,Mathematics,4.5,12
493,Pennsylvania State University,Brannick Gina,Economics,3.0,3
494,Pennsylvania State University,Branstetter Steve,Health Science,4.8,9
495,Pennsylvania State University,Branstetter Terry,Information Sciences & Technology,2.0,1
496,Pennsylvania State University,Brantley Susan,Geology,2.5,2
497,Pennsylvania State University,Brasfield James,English,4.0,29
498,Pennsylvania State University,Brasseur James,Mechanical Engineering,2.8,36
499,Pennsylvania State University,Brauer John,Economics,3.0,1
500,Pennsylvania State University,Breakall James,Electrical Engineering,5.0,4
501,Pennsylvania State University,Breckenridge Sarah,English,4.9,4
502,Pennsylvania State University,Bregar Mark,Mathematics,4.5,11
503,Pennsylvania State University,Brendese Philip,Political Science,4.2,8
504,Pennsylvania State University,Brenizer Jack,Mechanical Engineering,4.4,4
505,Pennsylvania State University,Brennan Mark,Agriculture,4.7,6
506,Pennsylvania State University,Brennan Erin,Business,5.0,2
507,Pennsylvania State University,Brennan Sean,Mechanical Engineering,4.5,21
508,Pennsylvania State University,Brent Daniel,Agriculture,1.8,5
509,Pennsylvania State University,Brentner Kenneth,Aerospace Engineering,3.0,2
510,Pennsylvania State University,Brewer Cynthia,Geography,4.3,12
511,Pennsylvania State University,Briand Cedric,French,4.5,1
512,Pennsylvania State University,Briceno Mia,Communication,3.1,18
513,Pennsylvania State University,Bridger J.,Agriculture,1.5,2
514,Pennsylvania State University,Bridges Copeland Katrice,Law,2.0,1
515,Pennsylvania State University,Briggs R.J.,Economics,2.9,7
516,Pennsylvania State University,Bright K.D.,English,4.4,21
517,Pennsylvania State University,Bright David,Social Work,5.0,1
518,Pennsylvania State University,Brill Kenneth,Art,4.0,1
519,Pennsylvania State University,Brindley Erica,History,3.8,24
520,Pennsylvania State University,Brinkmann Tobias,History,4.6,11
521,Pennsylvania State University,Brinton Anne,History,2.5,2
522,Pennsylvania State University,Briscoe Forrest,Sociology,3.1,15
523,Pennsylvania State University,Brisini Travis,Communication Arts,4.7,14
524,Pennsylvania State University,Brisini Kellie,Communication,5.0,5
525,Pennsylvania State University,Britton Jeanne,English,4.7,6
526,Pennsylvania State University,Brizzi Brunella,Italian,4.2,11
527,Pennsylvania State University,Broadnax Steven,Theater,3.1,7
528,Pennsylvania State University,Brock Theresa,French,5.0,3
529,Pennsylvania State University,Brocker Donovan,Electrical Engineering,4.5,1
530,Pennsylvania State University,Brockopp Jonathan,Theology,3.5,32
531,Pennsylvania State University,Brodie Monique,English,1.2,12
532,Pennsylvania State University,Broka Damien,Mathematics,5.0,1
533,Pennsylvania State University,Brooks Robert,Geography,3.9,16
534,Pennsylvania State University,Brooks Debbie,Education,4.7,16
535,Pennsylvania State University,Brooks Lauren,German,4.8,9
536,Pennsylvania State University,Brooks Jason,Humanities,4.1,27
537,Pennsylvania State University,Brounce Maryjo,Geology,3.2,3
538,Pennsylvania State University,Broussard Gregory,Biological Sciences,4.6,5
539,Pennsylvania State University,Broussard Gregory,Biochemistry,5.0,5
540,Pennsylvania State University,Brower Margaret,Management,2.0,22
541,Pennsylvania State University,Brown Frederick,Psychology,3.0,64
542,Pennsylvania State University,Brown Nate,Mathematics,4.4,20
543,Pennsylvania State University,Brown Josh,German,4.8,22
544,Pennsylvania State University,Brown Donald,Not Specified,4.0,3
545,Pennsylvania State University,Brown Aaron,Mathematics,4.8,2
546,Pennsylvania State University,Brown Laura,English,5.0,2
547,Pennsylvania State University,Brown Marcus,Military Science,5.0,1
548,Pennsylvania State University,Brown Jaime,Economics,4.3,19
549,Pennsylvania State University,Brown Justin,Animal Science,5.0,4
550,Pennsylvania State University,Brown David,Economics,4.5,223
551,Pennsylvania State University,Brownawell Woodrow,Mathematics,3.5,17
552,Pennsylvania State University,Browne Kevin,English,3.8,14
553,Pennsylvania State University,Browne Stephen,Communication,4.6,12
554,Pennsylvania State University,Browne Sarah,Mathematics,2.2,11
555,Pennsylvania State University,Brownson Jeffrey,Mineral Engineering,3.9,21
556,Pennsylvania State University,Bruening Thomas,Agriculture,3.2,9
557,Pennsylvania State University,Bruhn Henning,Art History,4.7,3
558,Pennsylvania State University,Bruhn Heather,Art History,4.3,6
559,Pennsylvania State University,Brune William,Meteorology,3.1,15
560,Pennsylvania State University,Brungart Timothy,Aerospace Engineering,4.1,4
561,Pennsylvania State University,Bruno Teresa,Philosophy,5.0,2
562,Pennsylvania State University,Brunow Beate,German,4.6,7
563,Pennsylvania State University,Bruns Maryann,Agriculture,3.0,3
564,Pennsylvania State University,Brunson Julie,Psychology,1.9,10
565,Pennsylvania State University,Brusseler Melanie,English,3.0,1
566,Pennsylvania State University,Brust Imke,German,4.8,16
567,Pennsylvania State University,Bryant Donald,Biological Sciences,2.0,6
568,Pennsylvania State University,Brzencheck Alison,Communication Arts,2.8,11
569,Pennsylvania State University,Brzycki Henry,Education,5.0,6
570,Pennsylvania State University,Buanafina Marcia,Biological Sciences,4.0,9
571,Pennsylvania State University,Bubar Mallory,Humanities,4.3,3
572,Pennsylvania State University,Bubash Connie,English,3.8,8
573,Pennsylvania State University,Bucciarelli Nicholas Nick,Information Sciences amp Technology,1.3,10
574,Pennsylvania State University,Buchanan Patricia,Mathematics,2.7,157
575,Pennsylvania State University,Buchannan Patricia,Statistics,2.8,34
576,Pennsylvania State University,Bucior Christine,Sociology,1.0,6
577,Pennsylvania State University,Buckland Peter,University Community,5.0,1
578,Pennsylvania State University,Buckley William,Kinesiology,3.6,13
579,Pennsylvania State University,Buckmiller Rebecca,Spanish,4.5,4
580,Pennsylvania State University,Buehler Emily,Communication Arts,5.0,3
581,Pennsylvania State University,Bueter Joe,English,4.5,2
582,Pennsylvania State University,Bueter Joseph,English,4.0,2
583,Pennsylvania State University,Buffington Dennis,Engineering,5.0,3
584,Pennsylvania State University,Bulathsinhala Priyangi,Statistics,4.2,12
585,Pennsylvania State University,Bumbaugh Alyssa,Agriculture,2.0,1
586,Pennsylvania State University,Bundro Richard Joseph,Finance,3.7,3
587,Pennsylvania State University,Bundro Richard,Finance,4.0,19
588,Pennsylvania State University,Bundy O. Richard,Music,4.8,30
589,Pennsylvania State University,Bunnell Dean,Management,4.1,5
590,Pennsylvania State University,Burago Dmitri,Mathematics,2.7,17
591,Pennsylvania State University,Burger Brea,Behavioral Sciences,3.0,8
592,Pennsylvania State University,Burgess Robert,Human Development,3.4,12
593,Pennsylvania State University,Burgos William,Environmental Engineering,3.1,6
594,Pennsylvania State University,Burgoyne John,Spanish,3.9,4
595,Pennsylvania State University,Burkhart Eric,Forestry,5.0,2
596,Pennsylvania State University,Burkholder Robert,English,3.5,38
597,Pennsylvania State University,Burkholder Bethanne,Education,4.8,7
598,Pennsylvania State University,Burns Brian,Mathematics,2.3,3
599,Pennsylvania State University,Burns Jonathan,Anthropology,4.2,2
600,Pennsylvania State University,Burns Emily,Graphic Arts,3.0,2
601,Pennsylvania State University,Burpee Dianne,Biological Sciences,5.0,1
602,Pennsylvania State University,Burrage Ronnie,Music,4.5,3
603,Pennsylvania State University,Burrington Lori,Criminal Justice,4.4,7
604,Pennsylvania State University,Busges Phoebe,French,3.9,18
605,Pennsylvania State University,Bush Eric,Music,5.0,1
606,Pennsylvania State University,Buss Kristin,Psychology,4.0,1
607,Pennsylvania State University,Butler Peter,Engineering,3.7,3
608,Pennsylvania State University,Button Susan,English,1.8,2
609,Pennsylvania State University,Buxton Orfeu ,Behavioral Sciences,3.1,8
610,Pennsylvania State University,Buzby Peter,English,3.4,4
611,Pennsylvania State University,Byrd Amanda,Communication Disorders,4.0,8
612,Pennsylvania State University,Byrne Eli,Mathematics,2.1,10
613,Pennsylvania State University,Byrne Christopher,Mathematics,3.4,24
614,Pennsylvania State University,Byron Margaret,Mechanical Engineering,4.0,7
615,Pennsylvania State University,Byun Soo-Yong,Social Science,5.0,2
616,Pennsylvania State University,Cacoullos Rena,Spanish,3.0,8
617,Pennsylvania State University,Cadambe Viveck,Electrical Engineering,2.4,11
618,Pennsylvania State University,Cadden Margaret,Psychology,5.0,1
619,Pennsylvania State University,Cagnolatti Damon,English,2.5,1
620,Pennsylvania State University,Cahoy Dan,Business,4.0,59
621,Pennsylvania State University,Cai Daolu,Economics,2.3,15
622,Pennsylvania State University,Cai Guoray,Computer Science,3.5,24
623,Pennsylvania State University,Caldes Emily,Communication Arts,4.7,3
624,Pennsylvania State University,Caldwell Valerie,Art,3.5,2
625,Pennsylvania State University,Calhoun Brian,Human Development,5.0,1
626,Pennsylvania State University,Cali Thomas,Real Estate,4.6,17
627,Pennsylvania State University,Call Laura,French,4.7,10
628,Pennsylvania State University,Call Joshua,English,1.5,2
629,Pennsylvania State University,Callahan Corey,English,2.3,4
630,Pennsylvania State University,Calvert Clay,Law,4.0,37
631,Pennsylvania State University,Calvert Jesse,Mathematics,3.8,3
632,Pennsylvania State University,Camac Kyle,Supply Chain Management,5.0,4
633,Pennsylvania State University,Camacci Lauren,Communication,3.5,15
634,Pennsylvania State University,Camden Thomas,Film,4.7,12
635,Pennsylvania State University,Cameron Brian,Information Science,4.3,9
636,Pennsylvania State University,Cameron Lauren,English,4.0,8
637,Pennsylvania State University,Cameron Craig,Biochemistry,2.4,8
638,Pennsylvania State University,Campbell Robert,Aerospace Engineering,4.0,2
639,Pennsylvania State University,Campbell Jamie,African-American Studies,4.3,10
640,Pennsylvania State University,Campbell William,Chemistry,4.3,27
641,Pennsylvania State University,Campos Munoz German,Spanish,4.1,4
642,Pennsylvania State University,Campos-Munoz German,Comparative Literature,4.8,4
643,Pennsylvania State University,Cannon David,Industrial Engineering,2.3,98
644,Pennsylvania State University,Cannon Fred S,Civil Engineering,3.7,3
645,Pennsylvania State University,Cannon Shureka,French,4.8,2
646,Pennsylvania State University,Cantorna Margherita,Veterinary Sciences,1.8,3
647,Pennsylvania State University,Cao Guohong,Computer Science,3.6,8
648,Pennsylvania State University,Cao Wenwu,Mathematics,2.0,2
649,Pennsylvania State University,Cao Fei,Mathematics,2.4,6
650,Pennsylvania State University,Cao Shuhao,Mathematics,4.2,5
651,Pennsylvania State University,Cao Charles,Finance,3.9,7
652,Pennsylvania State University,Carbo Jerry,Human Development,4.0,1
653,Pennsylvania State University,Cardenas Rodrigo,Mathematics,3.2,27
654,Pennsylvania State University,Cardenas Rodrigo,Psychology,3.4,13
655,Pennsylvania State University,Carder Danielle,English,5.0,5
656,Pennsylvania State University,Cardona Ortiz Stephanie,Curriculum amp Instruction,2.5,2
657,Pennsylvania State University,Carleton Andrew,Geography,3.0,31
658,Pennsylvania State University,Carlsen Bill,Education,4.5,2
659,Pennsylvania State University,Carlson Chad,Kinesiology,4.9,5
